Country,Year,Variable,Unit,Value
Canada,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,611.7424694
Canada,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.290038101
Canada,2012,Fossil Fuel Consumption,Exajoules,9.090502343
Canada,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,9.342386322
Canada,2012,Carbon Intensity,tonne CO2-eq per Megajoule,42.69913394
Canada,2012,Primary Energy Consumption per Capita,Gigajoules per capita,405.3121254
Canada,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,600.3941793
Canada,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.297732673
Canada,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,8.762083839
Canada,2017,Fossil Fuel Consumption,Exajoules,9.287955634
Canada,2017,Carbon Intensity,tonne CO2-eq per Megajoule,43.18290773
Canada,2017,Primary Energy Consumption per Capita,Gigajoules per capita,397.8344656
Canada,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,627.9908688
Canada,2022,Oil,Share of Generation Mix,0.00404672
Canada,2022,Other non-Renewable,Share of Generation Mix,0.007171793
Canada,2022,Solar,Share of Generation Mix,0.009116477
Canada,2022,Other Renewables,Share of Generation Mix,0.012915991
Canada,2022,Coal ,Share of Generation Mix,0.051728588
Canada,2022,Wind,Share of Generation Mix,0.056887882
Canada,2022,Gas,Share of Generation Mix,0.122766376
Canada,2022,Nuclear,Share of Generation Mix,0.131346462
Canada,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.306220131
Canada,2022,Hydro,Share of Generation Mix,0.604019713
Canada,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.899686352
Canada,2022,Fossil Fuel Consumption,Exajoules,9.031526523
Canada,2022,Carbon Intensity,tonne CO2-eq per Megajoule,41.82026313
Canada,2022,Primary Energy Consumption per Capita,Gigajoules per capita,367.7770484
Canada,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,591.448043
Chile,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.189579155
Chile,1990,Fossil Fuel Consumption,Exajoules,0.454200521
Chile,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.73418018
Chile,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,33.15001684
Chile,1990,Primary Energy Consumption per Capita,Gigajoules per capita,42.00372774
Chile,1990,Carbon Intensity,tonne CO2-eq per Megajoule,59.1489077
Chile,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.2159478
Chile,2008,Fossil Fuel Consumption,Exajoules,1.042397705
Chile,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.162064675
Chile,2008,Carbon Intensity,tonne CO2-eq per Megajoule,58.87955136
Chile,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,78.28038646
Chile,2008,Primary Energy Consumption per Capita,Gigajoules per capita,79.79494172
Chile,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.18747071
Chile,2012,Fossil Fuel Consumption,Exajoules,1.178076194
Chile,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.835376242
Chile,2012,Carbon Intensity,tonne CO2-eq per Megajoule,60.07348737
Chile,2012,Primary Energy Consumption per Capita,Gigajoules per capita,83.60666648
Chile,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,87.09980828
Chile,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.223183226
Chile,2017,Fossil Fuel Consumption,Exajoules,1.259413272
Chile,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.873808286
Chile,2017,Carbon Intensity,tonne CO2-eq per Megajoule,58.73234471
Chile,2017,Primary Energy Consumption per Capita,Gigajoules per capita,88.26207995
Chile,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,95.21974406
Chile,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.281143025
Chile,2022,Fossil Fuel Consumption,Exajoules,1.285691715
Chile,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.782440938
Chile,2022,Carbon Intensity,tonne CO2-eq per Megajoule,50.8772882
Chile,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,90.99516351
Chile,2022,Primary Energy Consumption per Capita,Gigajoules per capita,91.23376044
China,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.047236679
China,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,17.16918249
China,1990,Primary Energy Consumption per Capita,Gigajoules per capita,24.77038419
China,1990,Fossil Fuel Consumption,Exajoules,27.22778204
China,1990,Carbon Intensity,tonne CO2-eq per Megajoule,88.23605269
China,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,2521.583228
China,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.07268667
China,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,9.272483581
China,2008,Primary Energy Consumption per Capita,Gigajoules per capita,70.41852137
China,2008,Fossil Fuel Consumption,Exajoules,86.19602645
China,2008,Carbon Intensity,tonne CO2-eq per Megajoule,88.05442047
China,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,8247.917008
China,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.085215865
China,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,8.128701058
China,2012,Primary Energy Consumption per Capita,Gigajoules per capita,85.94364081
China,2012,Carbon Intensity,tonne CO2-eq per Megajoule,86.48029637
China,2012,Fossil Fuel Consumption,Exajoules,106.5075607
China,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,10156.86971
China,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.12291986
China,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.45345085
China,2017,Carbon Intensity,tonne CO2-eq per Megajoule,79.45103313
China,2017,Primary Energy Consumption per Capita,Gigajoules per capita,93.5553999
China,2017,Fossil Fuel Consumption,Exajoules,113.4400969
China,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,10482.68439
China,2022,Oil,Share of Generation Mix,0.001347871
China,2022,Other non-Renewable,Share of Generation Mix,0.006830835
China,2022,Other Renewables,Share of Generation Mix,0.019961015
China,2022,Gas,Share of Generation Mix,0.032838176
China,2022,Nuclear,Share of Generation Mix,0.047215922
China,2022,Solar,Share of Generation Mix,0.048336537
China,2022,Wind,Share of Generation Mix,0.086192835
China,2022,Hydro,Share of Generation Mix,0.14726732
China,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.16019108
China,2022,Coal ,Share of Generation Mix,0.610009489
China,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.056549351
China,2022,Carbon Intensity,tonne CO2-eq per Megajoule,74.51290273
China,2022,Primary Energy Consumption per Capita,Gigajoules per capita,111.7853381
China,2022,Fossil Fuel Consumption,Exajoules,130.0970122
China,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,11876.85732
China Hong Kong SAR,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0
China Hong Kong SAR,1990,Fossil Fuel Consumption,Exajoules,0.501687869
China Hong Kong SAR,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.096585802
China Hong Kong SAR,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,42.01027364
China Hong Kong SAR,1990,Carbon Intensity,tonne CO2-eq per Megajoule,83.73787009
China Hong Kong SAR,1990,Primary Energy Consumption per Capita,Gigajoules per capita,85.92643845
China Hong Kong SAR,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,8.01729E-06
China Hong Kong SAR,2008,Fossil Fuel Consumption,Exajoules,1.018263663
China Hong Kong SAR,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.98053867
China Hong Kong SAR,2008,Carbon Intensity,tonne CO2-eq per Megajoule,78.28599282
China Hong Kong SAR,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,79.71642096
China Hong Kong SAR,2008,Primary Energy Consumption per Capita,Gigajoules per capita,144.4218516
China Hong Kong SAR,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.000616872
China Hong Kong SAR,2012,Fossil Fuel Consumption,Exajoules,1.138659209
China Hong Kong SAR,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.004148441
China Hong Kong SAR,2012,Carbon Intensity,tonne CO2-eq per Megajoule,78.40657735
China Hong Kong SAR,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,89.33347867
China Hong Kong SAR,2012,Primary Energy Consumption per Capita,Gigajoules per capita,157.4996682
China Hong Kong SAR,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.001141411
China Hong Kong SAR,2017,Fossil Fuel Consumption,Exajoules,1.292703659
China Hong Kong SAR,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.966055673
China Hong Kong SAR,2017,Carbon Intensity,tonne CO2-eq per Megajoule,76.8946895
China Hong Kong SAR,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,99.51563472
China Hong Kong SAR,2017,Primary Energy Consumption per Capita,Gigajoules per capita,173.4473939
China Hong Kong SAR,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.003821717
China Hong Kong SAR,2022,Fossil Fuel Consumption,Exajoules,0.782939783
China Hong Kong SAR,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,1.847988127
China Hong Kong SAR,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,58.62613493
China Hong Kong SAR,2022,Carbon Intensity,tonne CO2-eq per Megajoule,74.59332591
China Hong Kong SAR,2022,Primary Energy Consumption per Capita,Gigajoules per capita,104.9482714
Colombia,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.325488084
Colombia,1990,Fossil Fuel Consumption,Exajoules,0.613085553
Colombia,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.487952726
Colombia,1990,Primary Energy Consumption per Capita,Gigajoules per capita,27.88016237
Colombia,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,53.54806023
Colombia,1990,Carbon Intensity,tonne CO2-eq per Megajoule,58.91315583
Colombia,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.326063883
Colombia,2008,Fossil Fuel Consumption,Exajoules,0.991041869
Colombia,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.098987666
Colombia,2008,Primary Energy Consumption per Capita,Gigajoules per capita,33.56196288
Colombia,2008,Carbon Intensity,tonne CO2-eq per Megajoule,64.67587148
Colombia,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,95.10767401
Colombia,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.302173944
Colombia,2012,Fossil Fuel Consumption,Exajoules,1.185577915
Colombia,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.048400728
Colombia,2012,Primary Energy Consumption per Capita,Gigajoules per capita,37.10942306
Colombia,2012,Carbon Intensity,tonne CO2-eq per Megajoule,68.50034113
Colombia,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,116.3792766
Colombia,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.302918306
Colombia,2017,Fossil Fuel Consumption,Exajoules,1.379474214
Colombia,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.03372729
Colombia,2017,Primary Energy Consumption per Capita,Gigajoules per capita,40.9278028
Colombia,2017,Carbon Intensity,tonne CO2-eq per Megajoule,64.19385779
Colombia,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,127.0349979
Colombia,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.308539818
Colombia,2022,Fossil Fuel Consumption,Exajoules,1.516812852
Colombia,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.860053143
Colombia,2022,Primary Energy Consumption per Capita,Gigajoules per capita,42.28777988
Colombia,2022,Carbon Intensity,tonne CO2-eq per Megajoule,59.02451634
Colombia,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,129.4783812
Croatia,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.115237353
Croatia,1990,Fossil Fuel Consumption,Exajoules,0.321126453
Croatia,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.048609631
Croatia,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,23.88336677
Croatia,1990,Carbon Intensity,tonne CO2-eq per Megajoule,65.80308359
Croatia,1990,Primary Energy Consumption per Capita,Gigajoules per capita,74.47147834
Croatia,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.152623639
Croatia,2008,Fossil Fuel Consumption,Exajoules,0.329046513
Croatia,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.608271934
Croatia,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,23.8532239
Croatia,2008,Carbon Intensity,tonne CO2-eq per Megajoule,61.42796612
Croatia,2008,Primary Energy Consumption per Capita,Gigajoules per capita,88.38002232
Croatia,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.16895236
Croatia,2012,Fossil Fuel Consumption,Exajoules,0.262063352
Croatia,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.27040225
Croatia,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,18.63256202
Croatia,2012,Carbon Intensity,tonne CO2-eq per Megajoule,59.0870359
Croatia,2012,Primary Energy Consumption per Capita,Gigajoules per capita,72.80020927
Croatia,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.202802772
Croatia,2017,Fossil Fuel Consumption,Exajoules,0.272019834
Croatia,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.251717202
Croatia,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,19.22983717
Croatia,2017,Carbon Intensity,tonne CO2-eq per Megajoule,56.35608507
Croatia,2017,Primary Energy Consumption per Capita,Gigajoules per capita,81.38889233
Croatia,2022,Fossil Fuel Consumption,Exajoules,0.248831987
Croatia,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.269230312
Croatia,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.778517115
Croatia,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,17.24290574
Croatia,2022,Carbon Intensity,tonne CO2-eq per Megajoule,50.63895921
Croatia,2022,Primary Energy Consumption per Capita,Gigajoules per capita,84.48547666
Cyprus,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0
Cyprus,1990,Fossil Fuel Consumption,Exajoules,0.069388331
Cyprus,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.217082366
Cyprus,1990,Primary Energy Consumption per Capita,Gigajoules per capita,88.00041938
Cyprus,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.005917815
Cyprus,2008,Fossil Fuel Consumption,Exajoules,0.128315179
Cyprus,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.411899938
Cyprus,2008,Primary Energy Consumption per Capita,Gigajoules per capita,118.1620527
